SECURITY LAB AUTHENTICATION
AUTHENTICATION ACTIVITY LOG
===========================================================================
TARGET=http://127.0.0.1:5000/ | USERNAME=admin
WORDLIST=Generated_Wordlists.txt | TOTAL_CANDIDATES=2042 | TEST_LIMIT=200
===========================================================================
2026-08-18 14:29:33.556 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=001 | STATUS=401 | RESPONSE_TIME=0.035s
2026-08-18 14:29:34.017 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=021 | STATUS=401 | RESPONSE_TIME=0.030s
2026-08-18 14:29:34.027 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=022 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:34.042 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=023 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:34.056 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=024 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:34.068 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=025 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:34.080 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=026 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:34.104 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=027 | STATUS=401 | RESPONSE_TIME=0.021s
2026-08-18 14:29:34.134 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=028 | STATUS=401 | RESPONSE_TIME=0.029s
2026-08-18 14:29:34.145 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=029 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:34.167 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=030 | STATUS=401 | RESPONSE_TIME=0.021s
2026-08-18 14:29:34.178 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=031 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:34.202 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=032 | STATUS=401 | RESPONSE_TIME=0.023s
2026-08-18 14:29:34.236 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=033 | STATUS=401 | RESPONSE_TIME=0.033s
2026-08-18 14:29:34.268 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=034 | STATUS=401 | RESPONSE_TIME=0.031s
2026-08-18 14:29:34.301 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=035 | STATUS=401 | RESPONSE_TIME=0.031s
2026-08-18 14:29:34.315 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=036 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:34.351 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=037 | STATUS=401 | RESPONSE_TIME=0.034s
2026-08-18 14:29:34.369 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=038 | STATUS=401 | RESPONSE_TIME=0.018s
2026-08-18 14:29:34.401 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=039 | STATUS=401 | RESPONSE_TIME=0.030s
2026-08-18 14:29:34.412 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=040 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:34.434 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=041 | STATUS=401 | RESPONSE_TIME=0.021s
2026-08-18 14:29:34.467 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=042 | STATUS=401 | RESPONSE_TIME=0.032s
2026-08-18 14:29:34.480 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=043 | STATUS=401 | RESPONSE_TIME=0.012s
2026-08-18 14:29:34.492 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=044 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:34.506 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=045 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:34.534 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=046 | STATUS=401 | RESPONSE_TIME=0.027s
2026-08-18 14:29:34.548 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=047 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:34.562 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=048 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:34.586 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=049 | STATUS=401 | RESPONSE_TIME=0.023s
2026-08-18 14:29:34.600 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=050 | STATUS=401 | RESPONSE_TIME=0.012s
2026-08-18 14:29:34.617 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=051 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:34.634 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=052 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:34.647 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=053 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:34.659 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=054 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:34.675 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=055 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:34.699 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=056 | STATUS=401 | RESPONSE_TIME=0.023s
2026-08-18 14:29:34.735 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=057 | STATUS=401 | RESPONSE_TIME=0.035s
2026-08-18 14:29:34.753 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=058 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:34.773 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=059 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:34.792 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=060 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:34.814 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=061 | STATUS=401 | RESPONSE_TIME=0.021s
2026-08-18 14:29:34.834 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=062 | STATUS=401 | RESPONSE_TIME=0.018s
2026-08-18 14:29:34.851 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=063 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:34.863 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=064 | STATUS=401 | RESPONSE_TIME=0.012s
2026-08-18 14:29:34.875 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=065 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:34.888 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=066 | STATUS=401 | RESPONSE_TIME=0.012s
2026-08-18 14:29:34.901 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=067 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:34.912 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=068 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:34.935 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=069 | STATUS=401 | RESPONSE_TIME=0.022s
2026-08-18 14:29:34.945 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=070 | STATUS=401 | RESPONSE_TIME=0.008s
2026-08-18 14:29:34.969 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=071 | STATUS=401 | RESPONSE_TIME=0.022s
2026-08-18 14:29:34.981 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=072 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:34.994 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=073 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:35.008 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=074 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:35.033 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=075 | STATUS=401 | RESPONSE_TIME=0.024s
2026-08-18 14:29:35.048 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=076 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:35.084 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=077 | STATUS=401 | RESPONSE_TIME=0.033s
2026-08-18 14:29:35.121 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=078 | STATUS=401 | RESPONSE_TIME=0.035s
2026-08-18 14:29:35.141 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=079 | STATUS=401 | RESPONSE_TIME=0.018s
2026-08-18 14:29:35.158 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=080 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:35.193 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=081 | STATUS=200 | RESPONSE_TIME=0.030s
2026-08-18 14:29:35.218 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=082 | STATUS=401 | RESPONSE_TIME=0.018s
2026-08-18 14:29:35.240 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=083 | STATUS=401 | RESPONSE_TIME=0.020s
2026-08-18 14:29:35.258 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=084 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:35.274 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=085 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:35.290 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=086 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:35.307 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=087 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:35.324 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=088 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:35.344 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=089 | STATUS=401 | RESPONSE_TIME=0.018s
2026-08-18 14:29:35.369 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=090 | STATUS=401 | RESPONSE_TIME=0.021s
2026-08-18 14:29:35.388 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=091 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:35.407 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=092 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:35.426 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=093 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:35.444 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=094 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:35.473 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=095 | STATUS=401 | RESPONSE_TIME=0.024s
2026-08-18 14:29:35.491 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=096 | STATUS=401 | RESPONSE_TIME=0.018s
2026-08-18 14:29:35.511 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=097 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:35.529 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=098 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:35.548 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=099 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:35.567 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=100 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:35.585 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=101 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:35.606 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=102 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:35.622 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=103 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:35.635 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=104 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:35.667 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=105 | STATUS=401 | RESPONSE_TIME=0.030s
2026-08-18 14:29:35.701 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=106 | STATUS=401 | RESPONSE_TIME=0.033s
2026-08-18 14:29:35.711 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=107 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:35.720 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=108 | STATUS=401 | RESPONSE_TIME=0.008s
2026-08-18 14:29:35.751 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=109 | STATUS=401 | RESPONSE_TIME=0.030s
2026-08-18 14:29:35.765 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=110 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:35.784 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=111 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:35.804 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=112 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:35.823 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=113 | STATUS=401 | RESPONSE_TIME=0.019s
2026-08-18 14:29:35.845 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=114 | STATUS=401 | RESPONSE_TIME=0.019s
2026-08-18 14:29:35.860 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=115 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:35.873 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=116 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:35.902 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=117 | STATUS=401 | RESPONSE_TIME=0.028s
2026-08-18 14:29:35.933 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=118 | STATUS=401 | RESPONSE_TIME=0.029s
2026-08-18 14:29:35.966 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=119 | STATUS=401 | RESPONSE_TIME=0.032s
2026-08-18 14:29:35.975 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=120 | STATUS=401 | RESPONSE_TIME=0.008s
2026-08-18 14:29:35.999 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=121 | STATUS=401 | RESPONSE_TIME=0.024s
2026-08-18 14:29:36.010 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=122 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:36.020 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=123 | STATUS=401 | RESPONSE_TIME=0.009s
2026-08-18 14:29:36.050 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=124 | STATUS=401 | RESPONSE_TIME=0.029s
2026-08-18 14:29:36.061 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=125 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:36.075 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=126 | STATUS=401 | RESPONSE_TIME=0.012s
2026-08-18 14:29:36.086 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=127 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:36.102 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=128 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:36.119 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=129 | STATUS=401 | RESPONSE_TIME=0.016s
2026-08-18 14:29:36.144 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=130 | STATUS=401 | RESPONSE_TIME=0.022s
2026-08-18 14:29:36.167 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=131 | STATUS=401 | RESPONSE_TIME=0.012s
2026-08-18 14:29:36.184 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=132 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:36.199 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=133 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:36.211 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=134 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:36.224 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=135 | STATUS=401 | RESPONSE_TIME=0.012s
2026-08-18 14:29:36.239 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=136 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:36.257 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=137 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:36.283 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=138 | STATUS=401 | RESPONSE_TIME=0.025s
2026-08-18 14:29:36.297 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=139 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:36.311 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=140 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:36.324 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=141 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:36.342 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=142 | STATUS=401 | RESPONSE_TIME=0.017s
2026-08-18 14:29:36.356 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=143 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:36.371 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=144 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:36.386 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=145 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:36.402 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=146 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:36.415 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=147 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:36.430 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=148 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:36.470 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=149 | STATUS=401 | RESPONSE_TIME=0.037s
2026-08-18 14:29:36.502 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=150 | STATUS=401 | RESPONSE_TIME=0.031s
2026-08-18 14:29:36.538 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=151 | STATUS=401 | RESPONSE_TIME=0.035s
2026-08-18 14:29:36.553 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=152 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:36.586 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=153 | STATUS=401 | RESPONSE_TIME=0.031s
